signal,angle,granularity,bench,auroc_correct,auroc_noharm,spearman_cont
ll_entropy_w_l@32,confidence,per_layer,quality,0.4994,0.5196,0.0205
ll_argmax_agree_final_l@2,agreement,per_layer,quality,0.5000,0.5000,
ll_kl_wb_l@17,divergence,per_layer,quality,0.5256,0.4328,0.0958
ll_conf_w_l::early,confidence,derived,quality,0.5052,0.4448,-0.0405
ll_conf_w_l@15,confidence,per_layer,quality,0.4862,0.5183,-0.0486
ll_margin_w_l@11,confidence,per_layer,quality,0.5088,0.5089,0.0258
ll_conf_w_l@18,confidence,per_layer,quality,0.5146,0.4198,-0.0033
ll_kl_wb_l::min,divergence,derived,quality,0.5000,0.5000,
drift_l@0,geometry,per_layer,quality,0.5000,0.5000,
ll_argmax_agree_final_l@1,agreement,per_layer,quality,0.5000,0.5000,
entropy_0,confidence,scalar,quality,0.5408,0.4610,0.0596
ll_entropy_w_l::mean,confidence,derived,quality,0.4962,0.5345,0.0128
ll_entropy_w_l@35,confidence,per_layer,quality,0.5294,0.4553,0.0284
ll_entropy_w_l@17,confidence,per_layer,quality,0.4979,0.5241,0.0379
ll_margin_w_l::slope,confidence,derived,quality,0.4825,0.5769,-0.0383
ll_entropy_w_l@27,confidence,per_layer,quality,0.4832,0.4668,-0.0135
ll_margin_w_l@22,confidence,per_layer,quality,0.4646,0.4585,-0.0763
ll_conf_w_l@5,confidence,per_layer,quality,0.5170,0.5668,-0.0262
ll_entropy_w_l@10,confidence,per_layer,quality,0.4940,0.4582,0.0251
delta_mean,geometry,scalar,quality,0.4998,0.5194,-0.0134
ll_argmax_agree_final_l@7,agreement,per_layer,quality,0.5000,0.5000,
ll_argmax_agree_final_l@18,agreement,per_layer,quality,0.5000,0.5000,
drift_l@16,geometry,per_layer,quality,0.5063,0.4374,0.0223
first_tok_agree,agreement,scalar,quality,0.4900,0.4836,-0.0298
span_entropy_min,confidence,scalar,quality,0.5092,0.4295,0.1176
ll_argmax_agree_final_l::mean,agreement,derived,quality,0.4740,0.5716,-0.0734
ll_margin_w_l::late,confidence,derived,quality,0.4831,0.5658,-0.0414
ll_argmax_agree_final_l@5,agreement,per_layer,quality,0.5000,0.5000,
ll_conf_w_l@17,confidence,per_layer,quality,0.5131,0.4225,-0.0019
ll_kl_wb_l@21,divergence,per_layer,quality,0.5124,0.4051,0.0319
ll_argmax_agree_final_l@25,agreement,per_layer,quality,0.5024,0.5015,0.0172
drift_l@35,geometry,per_layer,quality,0.4848,0.3855,-0.0160
ll_argmax_agree_final_l::early,agreement,derived,quality,0.5000,0.5000,
ll_margin_w_l@16,confidence,per_layer,quality,0.5054,0.5048,-0.0284
ll_argmax_agree_final_l@0,agreement,per_layer,quality,0.5000,0.5000,
ll_conf_w_l::mean,confidence,derived,quality,0.4869,0.5132,-0.0566
ll_conf_w_l@35,confidence,per_layer,quality,0.4617,0.5582,-0.0499
ll_conf_w_l@25,confidence,per_layer,quality,0.4999,0.4795,0.0622
ll_conf_w_l::max,confidence,derived,quality,0.4865,0.6000,-0.0558
perplexity,confidence,scalar,quality,0.5143,0.4062,0.0281
ll_conf_w_l@16,confidence,per_layer,quality,0.4924,0.5241,-0.0521
ll_conf_w_l@21,confidence,per_layer,quality,0.4960,0.4367,-0.0740
drift_l@21,geometry,per_layer,quality,0.5118,0.4366,0.0454
ll_kl_wb_l@5,divergence,per_layer,quality,0.5029,0.5202,-0.0359
ll_kl_wb_l@33,divergence,per_layer,quality,0.4972,0.4909,0.0282
ll_argmax_agree_final_l@30,agreement,per_layer,quality,0.4889,0.4964,-0.0409
ll_margin_w_l@25,confidence,per_layer,quality,0.4863,0.4594,0.0024
ll_kl_wb_l@23,divergence,per_layer,quality,0.5066,0.4401,0.0144
ll_kl_wb_l@24,divergence,per_layer,quality,0.5046,0.4624,0.0014
drift_l::mid,geometry,derived,quality,0.5083,0.4252,0.0315
ll_argmax_agree_final_l@17,agreement,per_layer,quality,0.5000,0.5000,
drift_l@23,geometry,per_layer,quality,0.5108,0.4269,0.0415
ll_conf_w_l@33,confidence,per_layer,quality,0.5020,0.4456,0.0151
ll_kl_wb_l@28,divergence,per_layer,quality,0.4894,0.4493,0.0130
ll_entropy_w_l@21,confidence,per_layer,quality,0.4940,0.6003,0.0274
ll_entropy_w_l@3,confidence,per_layer,quality,0.4890,0.5656,-0.0227
ll_argmax_agree_final_l::late,agreement,derived,quality,0.4740,0.5716,-0.0734
ll_kl_wb_l@29,divergence,per_layer,quality,0.4768,0.4342,-0.0049
ll_conf_w_l@24,confidence,per_layer,quality,0.5029,0.4811,0.0412
ll_kl_wb_l@20,divergence,per_layer,quality,0.4969,0.4083,0.0019
ll_conf_w_l@11,confidence,per_layer,quality,0.5005,0.5256,0.0070
ll_entropy_w_l@2,confidence,per_layer,quality,0.4873,0.5730,-0.0586
ll_conf_w_l@27,confidence,per_layer,quality,0.5225,0.5254,0.0156
ll_conf_w_l@28,confidence,per_layer,quality,0.5282,0.5481,0.0441
ll_argmax_agree_final_l::mid,agreement,derived,quality,0.5000,0.5000,
ll_kl_wb_l@18,divergence,per_layer,quality,0.5145,0.4298,0.0410
ll_margin_w_l@19,confidence,per_layer,quality,0.4847,0.4731,-0.0744
ll_argmax_agree_final_l@29,agreement,per_layer,quality,0.4997,0.5178,0.0103
q_chunk_max_cos,geometry,scalar,quality,0.5219,0.5528,0.2203
drift_l@5,geometry,per_layer,quality,0.5030,0.5259,-0.0381
ll_kl_wb_l@4,divergence,per_layer,quality,0.4871,0.5056,-0.0664
drift_l::slope,geometry,derived,quality,0.5059,0.4454,0.0769
ll_entropy_w_l::min,confidence,derived,quality,0.5129,0.3963,0.0546
drift_mem,geometry,scalar,quality,0.4952,0.5015,-0.0138
q_chunk_mean_cos,geometry,scalar,quality,0.5157,0.5035,0.2016
ll_entropy_w_l::slope,confidence,derived,quality,0.4963,0.4643,-0.0184
ll_kl_wb_l::mean,divergence,derived,quality,0.4822,0.4111,-0.0111
span_conf_mean,confidence,scalar,quality,0.4782,0.5812,-0.1093
ll_entropy_w_l::mid,confidence,derived,quality,0.5118,0.5867,0.0368
ll_entropy_w_l@0,confidence,per_layer,quality,0.5000,0.5000,
ll_argmax_agree_final_l::min,agreement,derived,quality,0.5000,0.5000,
ll_kl_wb_l::mid,divergence,derived,quality,0.5120,0.4213,0.0319
ll_conf_w_l@7,confidence,per_layer,quality,0.5173,0.5605,-0.0342
ll_conf_w_l@34,confidence,per_layer,quality,0.4836,0.5790,-0.0450
ll_margin_w_l@34,confidence,per_layer,quality,0.4843,0.5821,-0.0459
drift_l@17,geometry,per_layer,quality,0.5065,0.4251,0.0254
ll_conf_w_l::min,confidence,derived,quality,0.4904,0.4511,-0.1020
ll_argmax_agree_final_l@4,agreement,per_layer,quality,0.5000,0.5000,
margin_0,confidence,scalar,quality,0.4623,0.5320,-0.0656
ll_entropy_w_l@18,confidence,per_layer,quality,0.4900,0.5513,0.0277
drift_l@9,geometry,per_layer,quality,0.5018,0.4752,-0.0198
ll_conf_w_l@32,confidence,per_layer,quality,0.5040,0.5235,-0.0350
mem_influence_argmax_change,agreement,scalar,quality,0.5080,0.5233,0.0264
ll_argmax_agree_final_l@15,agreement,per_layer,quality,0.5000,0.5000,
ll_kl_wb_l@26,divergence,per_layer,quality,0.5059,0.4778,0.0070
ll_margin_w_l@31,confidence,per_layer,quality,0.4893,0.4631,-0.0108
ll_entropy_w_l@7,confidence,per_layer,quality,0.4913,0.4472,0.0484
ll_margin_w_l@4,confidence,per_layer,quality,0.4858,0.4578,0.0448
ll_conf_w_l@9,confidence,per_layer,quality,0.5019,0.4500,-0.0514
drift_l::late,geometry,derived,quality,0.5085,0.4050,0.0541
ll_kl_wb_l@30,divergence,per_layer,quality,0.4986,0.4918,0.0654
ll_argmax_agree_final_l@3,agreement,per_layer,quality,0.5000,0.5000,
ll_entropy_w_l@4,confidence,per_layer,quality,0.4918,0.5418,-0.0622
ll_margin_w_l@30,confidence,per_layer,quality,0.4797,0.5454,-0.0806
ll_kl_wb_l@35,divergence,per_layer,quality,0.5149,0.4313,0.0594
ll_margin_w_l::min,confidence,derived,quality,0.4966,0.4690,-0.0054
ll_entropy_w_l@22,confidence,per_layer,quality,0.5294,0.5478,0.0660
drift_l@18,geometry,per_layer,quality,0.5061,0.4171,0.0325
ll_kl_wb_l@16,divergence,per_layer,quality,0.5167,0.4460,0.0431
ll_margin_w_l::early,confidence,derived,quality,0.5045,0.4661,-0.0326
js_w0,divergence,scalar,quality,0.5114,0.4283,0.0914
ll_conf_w_l@26,confidence,per_layer,quality,0.4854,0.5015,-0.0358
ll_margin_w_l@32,confidence,per_layer,quality,0.5056,0.5401,-0.0409
ll_kl_wb_l::slope,divergence,derived,quality,0.4801,0.4345,0.0142
drift_l::early,geometry,derived,quality,0.5028,0.4899,-0.0323
ll_conf_w_l@8,confidence,per_layer,quality,0.4760,0.4563,-0.1089
ll_conf_w_l@36,confidence,per_layer,quality,0.5046,0.5960,0.0105
delta_trend,geometry,scalar,quality,0.5343,0.5459,0.0317
ll_entropy_w_l@36,confidence,per_layer,quality,0.4803,0.3844,-0.0304
drift_l@8,geometry,per_layer,quality,0.5047,0.4862,-0.0161
ll_argmax_agree_final_l@12,agreement,per_layer,quality,0.5000,0.5000,
ll_kl_wb_l@14,divergence,per_layer,quality,0.5142,0.4310,0.0463
margin_w,confidence,scalar,quality,0.4541,0.5534,-0.1078
drift_l@36,geometry,per_layer,quality,0.4816,0.4286,-0.0351
ll_entropy_w_l@11,confidence,per_layer,quality,0.5069,0.4688,0.0021
ll_entropy_w_l::early,confidence,derived,quality,0.4938,0.5498,-0.0011
slot_active_frac,geometry,scalar,quality,0.5082,0.5473,-0.0336
drift_l@22,geometry,per_layer,quality,0.5109,0.4388,0.0532
ll_conf_w_l@2,confidence,per_layer,quality,0.5079,0.4604,0.0373
slot_norm_std,geometry,scalar,quality,0.5268,0.5679,0.0557
drift_l@26,geometry,per_layer,quality,0.5137,0.4227,0.0406
ll_conf_w_l@1,confidence,per_layer,quality,0.4952,0.4269,-0.0167
ll_kl_wb_l::late,divergence,derived,quality,0.4744,0.4184,-0.0084
slot_norm_mean,geometry,scalar,quality,0.4952,0.5015,-0.0139
ll_argmax_agree_final_l::max,agreement,derived,quality,0.4775,0.5032,-0.0702
conf_w,confidence,scalar,quality,0.4517,0.5528,-0.1096
drift_l@12,geometry,per_layer,quality,0.5033,0.4162,0.0150
ll_entropy_w_l::max,confidence,derived,quality,0.5036,0.4772,0.0287
ll_kl_wb_l@32,divergence,per_layer,quality,0.4875,0.4876,0.0451
ll_entropy_w_l@30,confidence,per_layer,quality,0.5352,0.4651,0.1153
drift_l@33,geometry,per_layer,quality,0.5063,0.4064,0.0594
ll_conf_w_l@14,confidence,per_layer,quality,0.4839,0.4413,-0.0002
ll_entropy_w_l@20,confidence,per_layer,quality,0.5026,0.5622,0.0098
top5_mass_w,confidence,scalar,quality,0.4642,0.5060,-0.0962
drift_l@24,geometry,per_layer,quality,0.5095,0.4311,0.0356
ll_entropy_w_l@24,confidence,per_layer,quality,0.4972,0.5175,-0.0564
drift_l::max,geometry,derived,quality,0.4760,0.4207,-0.0569
ll_margin_w_l@8,confidence,per_layer,quality,0.4827,0.4713,-0.0905
ll_conf_w_l@3,confidence,per_layer,quality,0.5153,0.4805,0.0223
ll_argmax_agree_final_l::slope,agreement,derived,quality,0.4740,0.5716,-0.0734
ll_margin_w_l@21,confidence,per_layer,quality,0.4977,0.4634,-0.0657
ll_margin_w_l@29,confidence,per_layer,quality,0.5131,0.5465,0.0325
ll_argmax_agree_final_l@24,agreement,per_layer,quality,0.5000,0.5000,
ll_kl_wb_l@8,divergence,per_layer,quality,0.5050,0.4911,-0.0114
q_chunk_spread,geometry,scalar,quality,0.5089,0.5202,-0.0401
ll_kl_wb_l@31,divergence,per_layer,quality,0.4855,0.4753,-0.0094
ll_argmax_agree_final_l@27,agreement,per_layer,quality,0.4998,0.5019,-0.0410
ll_kl_wb_l@1,divergence,per_layer,quality,0.4967,0.5184,-0.0710
ll_entropy_w_l@26,confidence,per_layer,quality,0.5124,0.4811,0.0066
ll_kl_wb_l@10,divergence,per_layer,quality,0.5018,0.4599,-0.0146
ll_conf_w_l@23,confidence,per_layer,quality,0.4892,0.5019,-0.0100
ll_argmax_agree_final_l@28,agreement,per_layer,quality,0.4981,0.5015,-0.0597
ll_margin_w_l@36,confidence,per_layer,quality,0.5000,0.5784,0.0122
ll_entropy_w_l@19,confidence,per_layer,quality,0.4959,0.5956,0.0122
ll_entropy_w_l@28,confidence,per_layer,quality,0.4734,0.4425,-0.0374
ll_conf_w_l::mid,confidence,derived,quality,0.4744,0.4022,-0.0764
ll_margin_w_l@27,confidence,per_layer,quality,0.5197,0.5093,0.0088
drift_l@20,geometry,per_layer,quality,0.5099,0.4167,0.0413
drift_l::mean,geometry,derived,quality,0.5024,0.4173,0.0096
ll_conf_w_l@13,confidence,per_layer,quality,0.4899,0.4842,-0.0175
ll_kl_wb_l@27,divergence,per_layer,quality,0.5099,0.4698,0.0334
conf_0,confidence,scalar,quality,0.4595,0.5355,-0.0707
drift_l@25,geometry,per_layer,quality,0.5106,0.4268,0.0422
delta_max,geometry,scalar,quality,0.4948,0.5319,-0.0341
ll_conf_w_l@0,confidence,per_layer,quality,0.5000,0.5000,
ll_entropy_w_l@12,confidence,per_layer,quality,0.5011,0.5471,-0.0001
ll_entropy_w_l@34,confidence,per_layer,quality,0.5137,0.4494,0.0377
ll_conf_w_l@31,confidence,per_layer,quality,0.4937,0.4702,0.0021
ll_margin_w_l@12,confidence,per_layer,quality,0.5155,0.4638,0.0085
ll_kl_wb_l@3,divergence,per_layer,quality,0.4906,0.5007,-0.0663
ll_kl_wb_l@9,divergence,per_layer,quality,0.5018,0.4799,-0.0197
span_entropy_last,confidence,scalar,quality,0.5324,0.4269,0.1183
ll_argmax_agree_final_l@31,agreement,per_layer,quality,0.4938,0.5048,-0.0374
ll_argmax_agree_final_l@10,agreement,per_layer,quality,0.5000,0.5000,
ll_argmax_agree_final_l@8,agreement,per_layer,quality,0.5000,0.5000,
ll_entropy_w_l@25,confidence,per_layer,quality,0.4888,0.4988,-0.0918
ll_entropy_w_l@23,confidence,per_layer,quality,0.5105,0.4643,-0.0220
ll_margin_w_l@2,confidence,per_layer,quality,0.5125,0.4843,0.0476
drift_l@34,geometry,per_layer,quality,0.5034,0.3962,0.0465
ll_entropy_w_l@33,confidence,per_layer,quality,0.4922,0.5386,-0.0238
ll_conf_w_l@29,confidence,per_layer,quality,0.5196,0.5477,0.0287
ll_margin_w_l@3,confidence,per_layer,quality,0.5228,0.5166,0.0451
ll_margin_w_l@26,confidence,per_layer,quality,0.4873,0.4916,-0.0327
ll_kl_wb_l@6,divergence,per_layer,quality,0.5014,0.5219,-0.0501
ll_kl_wb_l@12,divergence,per_layer,quality,0.5073,0.4364,0.0198
ll_argmax_agree_final_l@14,agreement,per_layer,quality,0.5000,0.5000,
ll_kl_wb_l@25,divergence,per_layer,quality,0.5032,0.4451,-0.0246
ll_kl_wb_l@22,divergence,per_layer,quality,0.5123,0.4285,0.0288
ll_entropy_w_l@13,confidence,per_layer,quality,0.5139,0.5322,0.0505
ll_conf_w_l@19,confidence,per_layer,quality,0.4869,0.4496,-0.0649
ll_margin_w_l@18,confidence,per_layer,quality,0.5136,0.4064,-0.0056
ll_margin_w_l@23,confidence,per_layer,quality,0.4766,0.4769,-0.0331
drift_l@19,geometry,per_layer,quality,0.5087,0.4194,0.0361
mem_influence_kl,divergence,scalar,quality,0.5183,0.4385,0.1041
drift_l@15,geometry,per_layer,quality,0.5036,0.4308,0.0222
ll_entropy_w_l@31,confidence,per_layer,quality,0.5011,0.5361,-0.0076
ll_conf_w_l::late,confidence,derived,quality,0.4932,0.5590,-0.0216
ll_argmax_agree_final_l@36,agreement,per_layer,quality,0.5141,0.5236,0.0015
drift_l@13,geometry,per_layer,quality,0.5046,0.4163,0.0277
ll_argmax_agree_final_l@23,agreement,per_layer,quality,0.5000,0.5000,
ll_margin_w_l@14,confidence,per_layer,quality,0.4878,0.4463,-0.0053
ll_margin_w_l@1,confidence,per_layer,quality,0.4951,0.4421,-0.0064
drift_l@14,geometry,per_layer,quality,0.5039,0.4203,0.0240
ll_entropy_w_l@5,confidence,per_layer,quality,0.4907,0.4927,0.0038
ll_argmax_agree_final_l@6,agreement,per_layer,quality,0.5000,0.5000,
kl_0w,divergence,scalar,quality,0.5058,0.4238,0.0833
ll_argmax_agree_final_l@19,agreement,per_layer,quality,0.5000,0.5000,
drift_l@32,geometry,per_layer,quality,0.5081,0.4177,0.0688
tv_w0,divergence,scalar,quality,0.5058,0.4385,0.0829
ll_entropy_w_l@9,confidence,per_layer,quality,0.5014,0.4998,0.0245
ll_kl_wb_l@11,divergence,per_layer,quality,0.4985,0.4231,0.0121
ll_margin_w_l@7,confidence,per_layer,quality,0.5066,0.5419,-0.0322
entropy_w,confidence,scalar,quality,0.5462,0.4548,0.1083
drift_l@4,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l@29,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@32,agreement,per_layer,ruler_niah,,,
ll_conf_w_l@4,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@22,agreement,per_layer,ruler_niah,,,
drift_l@6,geometry,per_layer,ruler_niah,,,
ll_margin_w_l@15,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@9,agreement,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@35,agreement,per_layer,ruler_niah,,,
ll_kl_wb_l@15,divergence,per_layer,ruler_niah,,,
ll_kl_wb_l::max,divergence,derived,ruler_niah,,,
ll_entropy_w_l@15,confidence,per_layer,ruler_niah,,,
drift_l@27,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l@16,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@14,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@20,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@10,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@0,divergence,per_layer,ruler_niah,,,
ll_conf_w_l::slope,confidence,derived,ruler_niah,,,
ll_conf_w_l@22,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@30,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@0,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@6,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l::late,confidence,derived,ruler_niah,,,
drift_l@7,geometry,per_layer,ruler_niah,,,
slot_norm_max,geometry,scalar,ruler_niah,,,
ll_entropy_w_l@6,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@16,agreement,per_layer,ruler_niah,,,
ll_conf_w_l@12,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@17,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@1,confidence,per_layer,ruler_niah,,,
drift_l@1,geometry,per_layer,ruler_niah,,,
kl_w0,divergence,scalar,ruler_niah,,,
drift_l@28,geometry,per_layer,ruler_niah,,,
ll_margin_w_l@10,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@11,agreement,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@21,agreement,per_layer,ruler_niah,,,
ll_kl_wb_l@36,divergence,per_layer,ruler_niah,,,
ll_kl_wb_l@13,divergence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@33,agreement,per_layer,ruler_niah,,,
ll_margin_w_l@9,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@34,agreement,per_layer,ruler_niah,,,
ll_kl_wb_l::early,divergence,derived,ruler_niah,,,
ll_kl_wb_l@7,divergence,per_layer,ruler_niah,,,
drift_l@30,geometry,per_layer,ruler_niah,,,
ll_margin_w_l@35,confidence,per_layer,ruler_niah,,,
delta_last,geometry,scalar,ruler_niah,,,
ll_margin_w_l@24,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@28,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@13,confidence,per_layer,ruler_niah,,,
drift_l@2,geometry,per_layer,ruler_niah,,,
ll_margin_w_l::mean,confidence,derived,ruler_niah,,,
ll_margin_w_l::max,confidence,derived,ruler_niah,,,
ll_conf_w_l@20,confidence,per_layer,ruler_niah,,,
drift_l::min,geometry,derived,ruler_niah,,,
drift_l@31,geometry,per_layer,ruler_niah,,,
ll_margin_w_l@5,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@34,divergence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@26,agreement,per_layer,ruler_niah,,,
drift_l@3,geometry,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@20,agreement,per_layer,ruler_niah,,,
ll_margin_w_l@33,confidence,per_layer,ruler_niah,,,
span_entropy_mean,confidence,scalar,ruler_niah,,,
ll_margin_w_l::mid,confidence,derived,ruler_niah,,,
seq_logprob,confidence,scalar,ruler_niah,,,
ll_kl_wb_l@2,divergence,per_layer,ruler_niah,,,
ll_conf_w_l@6,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@19,divergence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@13,agreement,per_layer,ruler_niah,,,
drift_l@11,geometry,per_layer,ruler_niah,,,
drift_l@10,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l@8,confidence,per_layer,ruler_niah,,,
drift_l@29,geometry,per_layer,ruler_niah,,,
ll_entropy_w_l@32,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@2,agreement,per_layer,ruler_niah,,,
ll_kl_wb_l@17,divergence,per_layer,ruler_niah,,,
ll_conf_w_l::early,confidence,derived,ruler_niah,,,
ll_conf_w_l@15,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@11,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@18,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l::min,divergence,derived,ruler_niah,,,
drift_l@0,geometry,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@1,agreement,per_layer,ruler_niah,,,
entropy_0,confidence,scalar,ruler_niah,,,
ll_entropy_w_l::mean,confidence,derived,ruler_niah,,,
ll_entropy_w_l@35,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@17,confidence,per_layer,ruler_niah,,,
ll_margin_w_l::slope,confidence,derived,ruler_niah,,,
ll_entropy_w_l@27,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@22,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@5,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@10,confidence,per_layer,ruler_niah,,,
delta_mean,geometry,scalar,ruler_niah,,,
ll_argmax_agree_final_l@7,agreement,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@18,agreement,per_layer,ruler_niah,,,
drift_l@16,geometry,per_layer,ruler_niah,,,
first_tok_agree,agreement,scalar,ruler_niah,,,
span_entropy_min,confidence,scalar,ruler_niah,,,
ll_argmax_agree_final_l::mean,agreement,derived,ruler_niah,,,
ll_margin_w_l::late,confidence,derived,ruler_niah,,,
ll_argmax_agree_final_l@5,agreement,per_layer,ruler_niah,,,
ll_conf_w_l@17,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@21,divergence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@25,agreement,per_layer,ruler_niah,,,
drift_l@35,geometry,per_layer,ruler_niah,,,
ll_argmax_agree_final_l::early,agreement,derived,ruler_niah,,,
ll_margin_w_l@16,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@0,agreement,per_layer,ruler_niah,,,
ll_conf_w_l::mean,confidence,derived,ruler_niah,,,
ll_conf_w_l@35,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@25,confidence,per_layer,ruler_niah,,,
ll_conf_w_l::max,confidence,derived,ruler_niah,,,
perplexity,confidence,scalar,ruler_niah,,,
ll_conf_w_l@16,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@21,confidence,per_layer,ruler_niah,,,
drift_l@21,geometry,per_layer,ruler_niah,,,
ll_kl_wb_l@5,divergence,per_layer,ruler_niah,,,
ll_kl_wb_l@33,divergence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@30,agreement,per_layer,ruler_niah,,,
ll_margin_w_l@25,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@23,divergence,per_layer,ruler_niah,,,
ll_kl_wb_l@24,divergence,per_layer,ruler_niah,,,
drift_l::mid,geometry,derived,ruler_niah,,,
ll_argmax_agree_final_l@17,agreement,per_layer,ruler_niah,,,
drift_l@23,geometry,per_layer,ruler_niah,,,
ll_conf_w_l@33,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@28,divergence,per_layer,ruler_niah,,,
ll_entropy_w_l@21,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@3,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l::late,agreement,derived,ruler_niah,,,
ll_kl_wb_l@29,divergence,per_layer,ruler_niah,,,
ll_conf_w_l@24,confidence,per_layer,ruler_niah,,,
ll_kl_wb_l@20,divergence,per_layer,ruler_niah,,,
ll_conf_w_l@11,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@2,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@27,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@28,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l::mid,agreement,derived,ruler_niah,,,
ll_kl_wb_l@18,divergence,per_layer,ruler_niah,,,
ll_margin_w_l@19,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@29,agreement,per_layer,ruler_niah,,,
q_chunk_max_cos,geometry,scalar,ruler_niah,,,
drift_l@5,geometry,per_layer,ruler_niah,,,
ll_kl_wb_l@4,divergence,per_layer,ruler_niah,,,
drift_l::slope,geometry,derived,ruler_niah,,,
ll_entropy_w_l::min,confidence,derived,ruler_niah,,,
drift_mem,geometry,scalar,ruler_niah,,,
q_chunk_mean_cos,geometry,scalar,ruler_niah,,,
ll_entropy_w_l::slope,confidence,derived,ruler_niah,,,
ll_kl_wb_l::mean,divergence,derived,ruler_niah,,,
span_conf_mean,confidence,scalar,ruler_niah,,,
ll_entropy_w_l::mid,confidence,derived,ruler_niah,,,
ll_entropy_w_l@0,confidence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l::min,agreement,derived,ruler_niah,,,
ll_kl_wb_l::mid,divergence,derived,ruler_niah,,,
ll_conf_w_l@7,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@34,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@34,confidence,per_layer,ruler_niah,,,
drift_l@17,geometry,per_layer,ruler_niah,,,
ll_conf_w_l::min,confidence,derived,ruler_niah,,,
ll_argmax_agree_final_l@4,agreement,per_layer,ruler_niah,,,
margin_0,confidence,scalar,ruler_niah,,,
ll_entropy_w_l@18,confidence,per_layer,ruler_niah,,,
drift_l@9,geometry,per_layer,ruler_niah,,,
ll_conf_w_l@32,confidence,per_layer,ruler_niah,,,
mem_influence_argmax_change,agreement,scalar,ruler_niah,,,
ll_argmax_agree_final_l@15,agreement,per_layer,ruler_niah,,,
ll_kl_wb_l@26,divergence,per_layer,ruler_niah,,,
ll_margin_w_l@31,confidence,per_layer,ruler_niah,,,
ll_entropy_w_l@7,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@4,confidence,per_layer,ruler_niah,,,
ll_conf_w_l@9,confidence,per_layer,ruler_niah,,,
drift_l::late,geometry,derived,ruler_niah,,,
ll_kl_wb_l@30,divergence,per_layer,ruler_niah,,,
ll_argmax_agree_final_l@3,agreement,per_layer,ruler_niah,,,
ll_entropy_w_l@4,confidence,per_layer,ruler_niah,,,
ll_margin_w_l@30,confidence,per_layer,ruler_niah,,,
